OrderID,ProductID,ProductName,CategoryID,CategoryName,CustomerID,CompanyName,EmployeeID,OrderDate,ShippedDate,UnitPrice,Quantity,Discount,TotalPrice,Year,Month,ShipCountry
10267,40,Boston Crab Meat,8,Seafood,FRANK,Frankenversand,4,1996-07-29,1996-08-06,14.7,50,0.0,735.0,1996,7,Germany
10267,59,Raclette Courdavault,4,Dairy Products,FRANK,Frankenversand,4,1996-07-29,1996-08-06,44.0,70,0.15,2618.0,1996,7,Germany
10267,76,Lakkalikööri,1,Beverages,FRANK,Frankenversand,4,1996-07-29,1996-08-06,14.4,15,0.15,183.6,1996,7,Germany
10268,29,Thüringer Rostbratwurst,6,Meat/Poultry,GROSR,GROSELLA-Restaurante,8,1996-07-30,1996-08-02,99.0,10,0.0,990.0,1996,7,Venezuela
10268,72,Mozzarella di Giovanni,4,Dairy Products,GROSR,GROSELLA-Restaurante,8,1996-07-30,1996-08-02,27.8,4,0.0,111.2,1996,7,Venezuela
10269,33,Geitost,4,Dairy Products,WHITC,White Clover Markets,5,1996-07-31,1996-08-09,2.0,60,0.05,114.0,1996,7,USA
10269,72,Mozzarella di Giovanni,4,Dairy Products,WHITC,White Clover Markets,5,1996-07-31,1996-08-09,27.8,20,0.05,528.1999999999999,1996,7,USA
10270,36,Inlagd Sill,8,Seafood,WARTH,Wartian Herkku,1,1996-08-01,1996-08-02,15.2,30,0.0,456.0,1996,8,Finland
10270,43,Ipoh Coffee,1,Beverages,WARTH,Wartian Herkku,1,1996-08-01,1996-08-02,36.8,25,0.0,919.9999999999999,1996,8,Finland
10271,33,Geitost,4,Dairy Products,SPLIR,Split Rail Beer & Ale,6,1996-08-01,1996-08-30,2.0,24,0.0,48.0,1996,8,USA
10272,20,Sir Rodney's Marmalade,3,Confections,RATTC,Rattlesnake Canyon Grocery,6,1996-08-02,1996-08-06,64.8,6,0.0,388.79999999999995,1996,8,USA
10272,31,Gorgonzola Telino,4,Dairy Products,RATTC,Rattlesnake Canyon Grocery,6,1996-08-02,1996-08-06,10.0,40,0.0,400.0,1996,8,USA
10272,72,Mozzarella di Giovanni,4,Dairy Products,RATTC,Rattlesnake Canyon Grocery,6,1996-08-02,1996-08-06,27.8,24,0.0,667.2,1996,8,USA
10273,10,Ikura,8,Seafood,QUICK,QUICK-Stop,3,1996-08-05,1996-08-12,24.8,24,0.05,565.44,1996,8,Germany
10273,31,Gorgonzola Telino,4,Dairy Products,QUICK,QUICK-Stop,3,1996-08-05,1996-08-12,10.0,15,0.05,142.5,1996,8,Germany
10273,33,Geitost,4,Dairy Products,QUICK,QUICK-Stop,3,1996-08-05,1996-08-12,2.0,20,0.0,40.0,1996,8,Germany
10273,40,Boston Crab Meat,8,Seafood,QUICK,QUICK-Stop,3,1996-08-05,1996-08-12,14.7,60,0.05,837.9,1996,8,Germany
10273,76,Lakkalikööri,1,Beverages,QUICK,QUICK-Stop,3,1996-08-05,1996-08-12,14.4,33,0.05,451.43999999999994,1996,8,Germany
10274,71,Flotemysost,4,Dairy Products,VINET,Vins et alcools Chevalier,6,1996-08-06,1996-08-16,17.2,20,0.0,344.0,1996,8,France
10274,72,Mozzarella di Giovanni,4,Dairy Products,VINET,Vins et alcools Chevalier,6,1996-08-06,1996-08-16,27.8,7,0.0,194.6,1996,8,France
10275,24,Guaraná Fantástica,1,Beverages,MAGAA,Magazzini Alimentari Riuniti,1,1996-08-07,1996-08-09,3.6,12,0.05,41.04,1996,8,Italy
10275,59,Raclette Courdavault,4,Dairy Products,MAGAA,Magazzini Alimentari Riuniti,1,1996-08-07,1996-08-09,44.0,6,0.05,250.79999999999998,1996,8,Italy
10276,10,Ikura,8,Seafood,TORTU,Tortuga Restaurante,8,1996-08-08,1996-08-14,24.8,15,0.0,372.0,1996,8,Mexico
10276,13,Konbu,8,Seafood,TORTU,Tortuga Restaurante,8,1996-08-08,1996-08-14,4.8,10,0.0,48.0,1996,8,Mexico
10277,28,Rössle Sauerkraut,7,Produce,MORGK,Morgenstern Gesundkost,2,1996-08-09,1996-08-13,36.4,20,0.0,728.0,1996,8,Germany
10277,62,Tarte au sucre,3,Confections,MORGK,Morgenstern Gesundkost,2,1996-08-09,1996-08-13,39.4,12,0.0,472.79999999999995,1996,8,Germany
10278,44,Gula Malacca,2,Condiments,BERGS,Berglunds snabbköp,8,1996-08-12,1996-08-16,15.5,16,0.0,248.0,1996,8,Sweden
10278,59,Raclette Courdavault,4,Dairy Products,BERGS,Berglunds snabbköp,8,1996-08-12,1996-08-16,44.0,15,0.0,660.0,1996,8,Sweden
10278,63,Vegie-spread,2,Condiments,BERGS,Berglunds snabbköp,8,1996-08-12,1996-08-16,35.1,8,0.0,280.8,1996,8,Sweden
10278,73,Röd Kaviar,8,Seafood,BERGS,Berglunds snabbköp,8,1996-08-12,1996-08-16,12.0,25,0.0,300.0,1996,8,Sweden
10279,17,Alice Mutton,6,Meat/Poultry,LEHMS,Lehmanns Marktstand,8,1996-08-13,1996-08-16,31.2,15,0.25,351.0,1996,8,Germany
10280,24,Guaraná Fantástica,1,Beverages,BERGS,Berglunds snabbköp,2,1996-08-14,1996-09-12,3.6,12,0.0,43.2,1996,8,Sweden
10280,55,Pâté chinois,6,Meat/Poultry,BERGS,Berglunds snabbköp,2,1996-08-14,1996-09-12,19.2,20,0.0,384.0,1996,8,Sweden
10280,75,Rhönbräu Klosterbier,1,Beverages,BERGS,Berglunds snabbköp,2,1996-08-14,1996-09-12,6.2,30,0.0,186.0,1996,8,Sweden
10281,19,Teatime Chocolate Biscuits,3,Confections,ROMEY,Romero y tomillo,4,1996-08-14,1996-08-21,7.3,1,0.0,7.3,1996,8,Spain
10281,24,Guaraná Fantástica,1,Beverages,ROMEY,Romero y tomillo,4,1996-08-14,1996-08-21,3.6,6,0.0,21.6,1996,8,Spain
10281,35,Steeleye Stout,1,Beverages,ROMEY,Romero y tomillo,4,1996-08-14,1996-08-21,14.4,4,0.0,57.6,1996,8,Spain
10282,30,Nord-Ost Matjeshering,8,Seafood,ROMEY,Romero y tomillo,4,1996-08-15,1996-08-21,20.7,6,0.0,124.19999999999999,1996,8,Spain
10282,57,Ravioli Angelo,5,Grains/Cereals,ROMEY,Romero y tomillo,4,1996-08-15,1996-08-21,15.6,2,0.0,31.2,1996,8,Spain
10283,15,Genen Shouyu,2,Condiments,LILAS,LILA-Supermercado,3,1996-08-16,1996-08-23,12.4,20,0.0,248.0,1996,8,Venezuela
10283,19,Teatime Chocolate Biscuits,3,Confections,LILAS,LILA-Supermercado,3,1996-08-16,1996-08-23,7.3,18,0.0,131.4,1996,8,Venezuela
10283,60,Camembert Pierrot,4,Dairy Products,LILAS,LILA-Supermercado,3,1996-08-16,1996-08-23,27.2,35,0.0,952.0,1996,8,Venezuela
10283,72,Mozzarella di Giovanni,4,Dairy Products,LILAS,LILA-Supermercado,3,1996-08-16,1996-08-23,27.8,3,0.0,83.4,1996,8,Venezuela
10284,27,Schoggi Schokolade,3,Confections,LEHMS,Lehmanns Marktstand,4,1996-08-19,1996-08-27,35.1,15,0.25,394.875,1996,8,Germany
10284,44,Gula Malacca,2,Condiments,LEHMS,Lehmanns Marktstand,4,1996-08-19,1996-08-27,15.5,21,0.0,325.5,1996,8,Germany
10284,60,Camembert Pierrot,4,Dairy Products,LEHMS,Lehmanns Marktstand,4,1996-08-19,1996-08-27,27.2,20,0.25,408.0,1996,8,Germany
10284,67,Laughing Lumberjack Lager,1,Beverages,LEHMS,Lehmanns Marktstand,4,1996-08-19,1996-08-27,11.2,5,0.25,42.0,1996,8,Germany
10285,1,Chai,1,Beverages,QUICK,QUICK-Stop,1,1996-08-20,1996-08-26,14.4,45,0.2,518.4,1996,8,Germany
10285,40,Boston Crab Meat,8,Seafood,QUICK,QUICK-Stop,1,1996-08-20,1996-08-26,14.7,40,0.2,470.40000000000003,1996,8,Germany
10285,53,Perth Pasties,6,Meat/Poultry,QUICK,QUICK-Stop,1,1996-08-20,1996-08-26,26.2,36,0.2,754.56,1996,8,Germany
10286,35,Steeleye Stout,1,Beverages,QUICK,QUICK-Stop,8,1996-08-21,1996-08-30,14.4,100,0.0,1440.0,1996,8,Germany
10286,62,Tarte au sucre,3,Confections,QUICK,QUICK-Stop,8,1996-08-21,1996-08-30,39.4,40,0.0,1576.0,1996,8,Germany
10287,16,Pavlova,3,Confections,RICAR,Ricardo Adocicados,8,1996-08-22,1996-08-28,13.9,40,0.15,472.59999999999997,1996,8,Brazil
10287,34,Sasquatch Ale,1,Beverages,RICAR,Ricardo Adocicados,8,1996-08-22,1996-08-28,11.2,20,0.0,224.0,1996,8,Brazil
10287,46,Spegesild,8,Seafood,RICAR,Ricardo Adocicados,8,1996-08-22,1996-08-28,9.6,15,0.15,122.39999999999999,1996,8,Brazil
10288,54,Tourtière,6,Meat/Poultry,REGGC,Reggiani Caseifici,4,1996-08-23,1996-09-03,5.9,10,0.1,53.1,1996,8,Italy
10288,68,Scottish Longbreads,3,Confections,REGGC,Reggiani Caseifici,4,1996-08-23,1996-09-03,10.0,3,0.1,27.0,1996,8,Italy
10289,3,Aniseed Syrup,2,Condiments,BSBEV,B's Beverages,7,1996-08-26,1996-08-28,8.0,30,0.0,240.0,1996,8,UK
10289,64,Wimmers gute Semmelknödel,5,Grains/Cereals,BSBEV,B's Beverages,7,1996-08-26,1996-08-28,26.6,9,0.0,239.4,1996,8,UK
10290,5,Chef Anton's Gumbo Mix,2,Condiments,COMMI,Comércio Mineiro,8,1996-08-27,1996-09-03,17.0,20,0.0,340.0,1996,8,Brazil
10290,29,Thüringer Rostbratwurst,6,Meat/Poultry,COMMI,Comércio Mineiro,8,1996-08-27,1996-09-03,99.0,15,0.0,1485.0,1996,8,Brazil
10290,49,Maxilaku,3,Confections,COMMI,Comércio Mineiro,8,1996-08-27,1996-09-03,16.0,15,0.0,240.0,1996,8,Brazil
10290,77,Original Frankfurter grüne Soße,2,Condiments,COMMI,Comércio Mineiro,8,1996-08-27,1996-09-03,10.4,10,0.0,104.0,1996,8,Brazil
10291,13,Konbu,8,Seafood,QUEDE,Que Delícia,6,1996-08-27,1996-09-04,4.8,20,0.1,86.4,1996,8,Brazil
10291,44,Gula Malacca,2,Condiments,QUEDE,Que Delícia,6,1996-08-27,1996-09-04,15.5,24,0.1,334.8,1996,8,Brazil
10291,51,Manjimup Dried Apples,7,Produce,QUEDE,Que Delícia,6,1996-08-27,1996-09-04,42.4,2,0.1,76.32,1996,8,Brazil
10292,20,Sir Rodney's Marmalade,3,Confections,TRADH,Tradição Hipermercados,1,1996-08-28,1996-09-02,64.8,20,0.0,1296.0,1996,8,Brazil
10293,18,Carnarvon Tigers,8,Seafood,TORTU,Tortuga Restaurante,1,1996-08-29,1996-09-11,50.0,12,0.0,600.0,1996,8,Mexico
10293,24,Guaraná Fantástica,1,Beverages,TORTU,Tortuga Restaurante,1,1996-08-29,1996-09-11,3.6,10,0.0,36.0,1996,8,Mexico
10293,63,Vegie-spread,2,Condiments,TORTU,Tortuga Restaurante,1,1996-08-29,1996-09-11,35.1,5,0.0,175.5,1996,8,Mexico
10293,75,Rhönbräu Klosterbier,1,Beverages,TORTU,Tortuga Restaurante,1,1996-08-29,1996-09-11,6.2,6,0.0,37.2,1996,8,Mexico
10294,1,Chai,1,Beverages,RATTC,Rattlesnake Canyon Grocery,4,1996-08-30,1996-09-05,14.4,18,0.0,259.2,1996,8,USA
10294,17,Alice Mutton,6,Meat/Poultry,RATTC,Rattlesnake Canyon Grocery,4,1996-08-30,1996-09-05,31.2,15,0.0,468.0,1996,8,USA
10294,43,Ipoh Coffee,1,Beverages,RATTC,Rattlesnake Canyon Grocery,4,1996-08-30,1996-09-05,36.8,15,0.0,552.0,1996,8,USA
10294,60,Camembert Pierrot,4,Dairy Products,RATTC,Rattlesnake Canyon Grocery,4,1996-08-30,1996-09-05,27.2,21,0.0,571.1999999999999,1996,8,USA
10294,75,Rhönbräu Klosterbier,1,Beverages,RATTC,Rattlesnake Canyon Grocery,4,1996-08-30,1996-09-05,6.2,6,0.0,37.2,1996,8,USA
10295,56,Gnocchi di nonna Alice,5,Grains/Cereals,VINET,Vins et alcools Chevalier,2,1996-09-02,1996-09-10,30.4,4,0.0,121.6,1996,9,France
10296,11,Queso Cabrales,4,Dairy Products,LILAS,LILA-Supermercado,6,1996-09-03,1996-09-11,16.8,12,0.0,201.60000000000002,1996,9,Venezuela
10296,16,Pavlova,3,Confections,LILAS,LILA-Supermercado,6,1996-09-03,1996-09-11,13.9,30,0.0,417.0,1996,9,Venezuela
10296,69,Gudbrandsdalsost,4,Dairy Products,LILAS,LILA-Supermercado,6,1996-09-03,1996-09-11,28.8,15,0.0,432.0,1996,9,Venezuela
10297,39,Chartreuse verte,1,Beverages,BLONP,Blondesddsl père et fils,5,1996-09-04,1996-09-10,14.4,60,0.0,864.0,1996,9,France
10297,72,Mozzarella di Giovanni,4,Dairy Products,BLONP,Blondesddsl père et fils,5,1996-09-04,1996-09-10,27.8,20,0.0,556.0,1996,9,France
10298,2,Chang,1,Beverages,HUNGO,Hungry Owl All-Night Grocers,6,1996-09-05,1996-09-11,15.2,40,0.0,608.0,1996,9,Ireland
10298,36,Inlagd Sill,8,Seafood,HUNGO,Hungry Owl All-Night Grocers,6,1996-09-05,1996-09-11,15.2,40,0.25,456.0,1996,9,Ireland
10298,59,Raclette Courdavault,4,Dairy Products,HUNGO,Hungry Owl All-Night Grocers,6,1996-09-05,1996-09-11,44.0,30,0.25,990.0,1996,9,Ireland
10298,62,Tarte au sucre,3,Confections,HUNGO,Hungry Owl All-Night Grocers,6,1996-09-05,1996-09-11,39.4,15,0.0,591.0,1996,9,Ireland
10299,19,Teatime Chocolate Biscuits,3,Confections,RICAR,Ricardo Adocicados,4,1996-09-06,1996-09-13,7.3,15,0.0,109.5,1996,9,Brazil
10299,70,Outback Lager,1,Beverages,RICAR,Ricardo Adocicados,4,1996-09-06,1996-09-13,12.0,20,0.0,240.0,1996,9,Brazil
10300,66,Louisiana Hot Spiced Okra,2,Condiments,MAGAA,Magazzini Alimentari Riuniti,2,1996-09-09,1996-09-18,13.6,30,0.0,408.0,1996,9,Italy
10300,68,Scottish Longbreads,3,Confections,MAGAA,Magazzini Alimentari Riuniti,2,1996-09-09,1996-09-18,10.0,20,0.0,200.0,1996,9,Italy
10301,40,Boston Crab Meat,8,Seafood,WANDK,Die Wandernde Kuh,8,1996-09-09,1996-09-17,14.7,10,0.0,147.0,1996,9,Germany
10301,56,Gnocchi di nonna Alice,5,Grains/Cereals,WANDK,Die Wandernde Kuh,8,1996-09-09,1996-09-17,30.4,20,0.0,608.0,1996,9,Germany
10302,17,Alice Mutton,6,Meat/Poultry,SUPRD,Suprêmes délices,4,1996-09-10,1996-10-09,31.2,40,0.0,1248.0,1996,9,Belgium
10302,28,Rössle Sauerkraut,7,Produce,SUPRD,Suprêmes délices,4,1996-09-10,1996-10-09,36.4,28,0.0,1019.1999999999999,1996,9,Belgium
10302,43,Ipoh Coffee,1,Beverages,SUPRD,Suprêmes délices,4,1996-09-10,1996-10-09,36.8,12,0.0,441.59999999999997,1996,9,Belgium
10303,40,Boston Crab Meat,8,Seafood,GODOS,Godos Cocina Típica,7,1996-09-11,1996-09-18,14.7,40,0.1,529.2,1996,9,Spain
10303,65,Louisiana Fiery Hot Pepper Sauce,2,Condiments,GODOS,Godos Cocina Típica,7,1996-09-11,1996-09-18,16.8,30,0.1,453.6,1996,9,Spain
10303,68,Scottish Longbreads,3,Confections,GODOS,Godos Cocina Típica,7,1996-09-11,1996-09-18,10.0,15,0.1,135.0,1996,9,Spain
10304,49,Maxilaku,3,Confections,TORTU,Tortuga Restaurante,1,1996-09-12,1996-09-17,16.0,30,0.0,480.0,1996,9,Mexico
10304,59,Raclette Courdavault,4,Dairy Products,TORTU,Tortuga Restaurante,1,1996-09-12,1996-09-17,44.0,10,0.0,440.0,1996,9,Mexico
10304,71,Flotemysost,4,Dairy Products,TORTU,Tortuga Restaurante,1,1996-09-12,1996-09-17,17.2,2,0.0,34.4,1996,9,Mexico
10305,18,Carnarvon Tigers,8,Seafood,OLDWO,Old World Delicatessen,8,1996-09-13,1996-10-09,50.0,25,0.1,1125.0,1996,9,USA
10305,29,Thüringer Rostbratwurst,6,Meat/Poultry,OLDWO,Old World Delicatessen,8,1996-09-13,1996-10-09,99.0,25,0.1,2227.5,1996,9,USA
10305,39,Chartreuse verte,1,Beverages,OLDWO,Old World Delicatessen,8,1996-09-13,1996-10-09,14.4,30,0.1,388.8,1996,9,USA
10306,30,Nord-Ost Matjeshering,8,Seafood,ROMEY,Romero y tomillo,1,1996-09-16,1996-09-23,20.7,10,0.0,207.0,1996,9,Spain
10306,53,Perth Pasties,6,Meat/Poultry,ROMEY,Romero y tomillo,1,1996-09-16,1996-09-23,26.2,10,0.0,262.0,1996,9,Spain
10306,54,Tourtière,6,Meat/Poultry,ROMEY,Romero y tomillo,1,1996-09-16,1996-09-23,5.9,5,0.0,29.5,1996,9,Spain
10307,62,Tarte au sucre,3,Confections,LONEP,Lonesome Pine Restaurant,2,1996-09-17,1996-09-25,39.4,10,0.0,394.0,1996,9,USA
10307,68,Scottish Longbreads,3,Confections,LONEP,Lonesome Pine Restaurant,2,1996-09-17,1996-09-25,10.0,3,0.0,30.0,1996,9,USA
10308,69,Gudbrandsdalsost,4,Dairy Products,ANATR,Ana Trujillo Emparedados y helados,7,1996-09-18,1996-09-24,28.8,1,0.0,28.8,1996,9,Mexico
10308,70,Outback Lager,1,Beverages,ANATR,Ana Trujillo Emparedados y helados,7,1996-09-18,1996-09-24,12.0,5,0.0,60.0,1996,9,Mexico
10309,4,Chef Anton's Cajun Seasoning,2,Condiments,HUNGO,Hungry Owl All-Night Grocers,3,1996-09-19,1996-10-23,17.6,20,0.0,352.0,1996,9,Ireland
10309,6,Grandma's Boysenberry Spread,2,Condiments,HUNGO,Hungry Owl All-Night Grocers,3,1996-09-19,1996-10-23,20.0,30,0.0,600.0,1996,9,Ireland
10309,42,Singaporean Hokkien Fried Mee,5,Grains/Cereals,HUNGO,Hungry Owl All-Night Grocers,3,1996-09-19,1996-10-23,11.2,2,0.0,22.4,1996,9,Ireland
10309,43,Ipoh Coffee,1,Beverages,HUNGO,Hungry Owl All-Night Grocers,3,1996-09-19,1996-10-23,36.8,20,0.0,736.0,1996,9,Ireland
10309,71,Flotemysost,4,Dairy Products,HUNGO,Hungry Owl All-Night Grocers,3,1996-09-19,1996-10-23,17.2,3,0.0,51.599999999999994,1996,9,Ireland
10310,16,Pavlova,3,Confections,THEBI,The Big Cheese,8,1996-09-20,1996-09-27,13.9,10,0.0,139.0,1996,9,USA
10310,62,Tarte au sucre,3,Confections,THEBI,The Big Cheese,8,1996-09-20,1996-09-27,39.4,5,0.0,197.0,1996,9,USA
10311,42,Singaporean Hokkien Fried Mee,5,Grains/Cereals,DUMON,Du monde entier,1,1996-09-20,1996-09-26,11.2,6,0.0,67.19999999999999,1996,9,France
10311,69,Gudbrandsdalsost,4,Dairy Products,DUMON,Du monde entier,1,1996-09-20,1996-09-26,28.8,7,0.0,201.6,1996,9,France
10312,28,Rössle Sauerkraut,7,Produce,WANDK,Die Wandernde Kuh,2,1996-09-23,1996-10-03,36.4,4,0.0,145.6,1996,9,Germany
